ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	FORM	MEANING	SENSE	SENSE_ID
453	1407	BREATHE	ihel ×	  Inspiration;   blasen;  hauchen; einflüstern;  inspirieren;  atmen	 atmen	atmen-1
454	1407	BREATHE	lélegzik	  sich befinden; atmen	atmen	atmen-2
463	245	BROOM	seper	  prügeln;  hauen;   Person;   hin-;  fort-;  kehren; fegen;  mit- od an sich reißen;  wegfegen;   den Boden streifen 〈Kleid beim Gehen〉;   Besen;  die aufkehrt	  Besen	Besen-1
466	1262	BROTHER	fivér	Bruder	Bruder	Bruder-3
468	2052	BUCKET	kanna	Kanne;   Art Hohlmaßeinheit;   Eimer	  Eimer	Eimer-1
470	2052	BUCKET	vödör	Eimer;  Kübel;   Eimer 〈Hohlmaß;  haupts für Wein〉	Eimer	Eimer-3
471	2861	BUDGE (ONESELF)	moccan	murren;  aufbegehren;   sich rühren	  sich rühren	sichruhren-1
475	1840	BUILD	épít	  schmücken; bauen;  bauen lassen;   stärken;  erbauen 〈abstr〉;  belehren;   anbauen;  pflanzen;   auf etw gründen	bauen	bauen-2
481	1008	BULL	bika	Stier;   großer;  starker Mann;   männliches Tier;   geschlechtlich kräftiger Mann;  Buhler;   Hebebock;   Rammbock;   Dampfmaschine	Stier	Stier-1
485	2943	BUNDLE	batyu	Bündel	Bündel	Bundel-2
495	2943	BUNDLE	göngyöleg	 Bündel; Ballen;   Verpackung	 Bündel	Bundel-12
507	141	BURN (SOMETHING)	pörköl	  rügen;  Sonne〉;   sengen;   dörren; trocken rösten;   bräunen;  braten;   anschließen 〈zum Erschrecken〉;    ansengen;  verbrennen;  mit Bügeleisen versengen;   röten 〈Feuer;   Erz rösten	 verbrennen	verbrennen-1
508	1428	BURNING	ég¹	  sich sehnen;  Sehnsucht;   zugrunde gehen;   sehr;   reizen; brennen;   Brandwunden erleiden;   innerlich entflammt sein;  brennen vor etw 〈Gefühl;  Ehrgeiz usw〉;   brennen lassen;   ein Haut-;  Sodbrennen usw empfinden;   zuschanden werden;  erfolglos sein;  plagen;   Leidenschaft;   Plage;  Bedrängnis	brennen	brennen-1
513	2931	BUSINESS	bolt²	  Bogen; Gewölbe;   Laden;  Geschäft;   Räumlichkeit mit gewölbter Decke;  Kammer;  Keller;  Regenbogen;   gewölbt;   Kaufmann	 Geschäft	Geschaft-1
519	2931	BUSINESS	üzlet	  Bordell;  Kaufladen;   Ausübung;   Betrieb; Handel;   Abwicklung eines Geschäfts;   Manipulationen	  Betrieb	Betrieb-3
521	1245	BUTTER	vaj¹	  Butter; Fett;  Fettstoff	  Butter	Butter-2
524	1791	BUTTERFLY	lepke	Käfer;  Prostituierte;   Schmetterling;   leichtsinnige;  flatterhafte Person	  Schmetterling	Schmetterling-3
527	1791	BUTTERFLY	pillangó	Flitter;   Augenlid;   Kahm;   leichtsinnig;  Prostituierte;   Schmetterling;   leichtsinnige;  flatterhafte Person;   Fischschuppe;   Zierat auf einer Lederware;   Blütenblatt;   Rispe des Rohrs;   Schmetterlingsschwimmen;   blizelnd;  ab und zu hinblickend;   gläzend;   zitternd;   kurze Zeit dauernd;   herumflatternd	  Schmetterling	Schmetterling-6
531	1869	BUY	vesz	 gewinnen;  Getränk〉;   erwerben;  eindringen;  betrügen;   Einkommen;   sich einnisten;  nehmen;  Empfang;  Empfang;  führen;  erwägen;  Einnahme;    erscheinen;   entfernen;   anziehen;  bejahen;    bringen;   anerkennen;   Ausnahme;   Ausnahme; zu sich nehmen 〈Speise;  hinnehmen;   erhalten;   kaufen;   auf sich nehmen 〈Auftrag;  Verantwortung usw〉;   jmdn zu sich nehmen;   anfassen;  hochheben;  in Besitz nehmen;  erobern;   begreifen;  an etw teilhaben;    auffassen;  wegmachen;  sich etw umnehmen;  für Wahrheit halten;   umgeben 〈auch abstr〉;   zu etw bewegen;  sich ausnehmen;   Annahme;   Annahme;   gekündigter Betrag;   Aufnahme;   Begreifen;   Subtraktion;   Besonderes;   Käufer	  kaufen	kaufen-2
532	2867	CALCULATE	szokotál ×	  verschaffen;  zählen;   erwägen;  -setzen;  zusammenstellen;   auf etw rechnen; rechnen;  ins Auge fassen;   sich mit jmdm krachen	rechnen	rechnen-1
533	1084	CALL	hív¹	rufen;  anreden;   nennen;   aufrufen;  auffordern;  zu etw berufen;   unwiderruflich;   Rufen;   Beruf;   sich einladen lassen;   sich auf etw berufen;   berufsmäßig;  Berufs-	rufen	rufen-1
544	180	CALL BY NAME	hív¹	rufen;  anreden;   nennen;   aufrufen;  auffordern;  zu etw berufen;   unwiderruflich;   Rufen;   Beruf;   sich einladen lassen;   sich auf etw berufen;   berufsmäßig;  Berufs-	  nennen	nennen-1
551	1288	CAP	sapka	 Kappe; Mütze;   Ver-schluß;  rundliche Schutzkappe von etw	Mütze	Mutze-2
552	700	CARRY	hord	   ertragen;  schleppen; tragen;    tragen;   ähneln;  gleichen;    verbreiten;   umherbringen;   tragen 〈Schußwaffe〉;   im Leibe tragen 〈Schwangere die Frucht〉	tragen	tragen-1
556	1208	CAT	cica	  die Geliebte;   Blütenkätzchen;   Fangspiel; Katze;  Kätzchen;   Zopf;   Fänger 〈beim Fangspiel〉;   sich unruhig benehmen;   schäkern;   Fangspiel spielen	Katze	Katze-1
558	1208	CAT	macska	Katze;  Knäuel;   Feuerbock;   Anker;  Kater;   kleines Bauernpferd;   Art Kinderspiel bzw einer dessen Teilnehmer;   Katzenjammer;   〈zur BeBenennung versch Bestandteile des Wagens und des Pfluges〉;   Mädchen junge Frau;  Verknotung;   Muskelkater haben	Katze	Katze-4
564	2896	CAUSE TO (LET)	hagy	  verkaufen;   Tradition;   genehmigen;   anvertrauen;   anvertrauen; verlassen;  überlassen;  überlassen;   nachlassen;   befehlen;  bewilligen;  geschehen 〉;   lassen 〈etwas tun;   vererben;  hinterlassen;  anordnen;   jemanden oder etwas in demselben Zustand;  an demselben Ort lassen;   mit einer Sache aufhören;  bleiben lassen;   aufschieben;   aufschieben;  übriglassen;  übriglassen;   Spur usw. hinterlassen;  zulassen;   Verlassung;  Scheidung;   Nachlaß;  örökhagyó;  tradicionális;   das Lassen;  maradék;  valakinek a halála után maradt vagyon	  das Lassen	dasLassen-1
565	1155	CAVE	barlang	Grotte;  Höhle;   Unterschlupf;   Spelunke 	 Höhle	Hohle-1
566	1155	CAVE	kaverna	 Grotte;  Grotte; Höhle; Höhle;   krankhafte Höhlung 〈bes bei Lungentuberkulose〉;   krankhafte Höhlung 〈bes bei Lungentuberkulose〉;   höhlenartiger militärischer Unterstand;   höhlenartiger militärischer Unterstand	Höhle	Hohle-2
573	1928	CEASE	múlik	  vergehen 〈Zeit〉;   versäumen; vorbei-;  vorübergehen;  vermeiden;   vergehen;  aufhören;   übertreffen;   nach einem Lebensalter od einer Periode sein;   Verzug erleiden;   es liegt an jmdm;  es kommt auf etw an;   Vorbeigehen;   Vergangenheit	 aufhören	aufhoren-1
575	1928	CEASE	szűnik	 Ende; abbrechen;  aufhören;   erlauben;   abnehmen 〈intrans〉;   Abschluß	 aufhören	aufhoren-3
579	1476	CHAIR	szék¹	  Abort;  Gestell;   Anrichte;  Gericht;   Stuhlgang;  Wohnsitz;  Wohnort;   Thron;   Kanzel;   Bezirk;  Metzgerei;   Stuhl; Residenz;  Predigtstuhl;  Sessel;  Gestühl;  Stuhl 〈auch als Amt〉;  Lanchaft 〈in Siebenbürgen〉;   Richterstuhl;   Schlachtbank;  Gläserschrank;   Sänfte;  Liegestuhl;   Kreuzung von Erzadern;   den Darm entleeren;   residieren	  Stuhl	Stuhl-2
583	1264	CHANGE	vált	  Lösegeld;   gut;   absondern;  Verstand;  mitteilen〉;  lösen;  mieten; ändern;  Stimme〉;  Richtung;  jmdm folgen;   Schritt;  erlösen;  verwirklichen;   wechseln;  austauschen 〈geben;   erretten;   〈Geld〉 wechseln;   die Richtung ändern;   〈im Tauschwert〉 auslösen;   kaufen;   Amtspapiere einholen;   ablösen;  schlecht funktionieren 〈Gehör;   Wechsler;   Heiland;   Weiche 〈für Schienen〉;   Stafette;   Erlösung;   Veränderung;   Variante	ändern	andern-3
585	1024	CHARACTER	betű	  Buchstabe;   Wort; Schrift;  Text;  Schriftzeichen;   Sprachlaut	  Buchstabe	Buchstabe-2
586	1024	CHARACTER	karakter	 Würde;  Buchstabe;   Zeichen;  Schriftzeichen;  Kennzeichen;   Charakter;  Eigenart; Ziffer;   Rang;   Gesamtheit der menschlichen Wesensmerkmale	 Buchstabe	Buchstabe-4
588	2903	CHAT (WITH SOMEBODY)	csacsog	 plaudern;   zwitschern; schwatzen	 plaudern	plaudern-2
589	2903	CHAT (WITH SOMEBODY)	cseveg	  plaudern;  zwitschern;  schwatzen;   kläffen; piepsen;   babbeln;  lallen	  plaudern	plaudern-3
602	1887	CHEAP	olcsó	 wertlos; leicht erreichbar;  erwerblich;   billig	  billig	billig-1
604	1730	CHEEK	pofa	  fressen;   Kerl;  Patron;  Gesicht;   ohrfeigen;   sprechen;   Wange; Backe;   Maul des Tieres;   Mund als Sprechorgan;  Backe einer Maschine;   verzierter;  geschnitzter Teil des Buges;   der innere Teil des Ofens	  Wange	Wange-3
605	1730	CHEEK	tügy ∆	  Fenster-;  Türpfosten; Kinnlade;  Wange;  -schenkel	 Wange	Wange-5
606	1592	CHEST	mell	  weibliche Brust;   reißen;   Vorderteil;   Herz;   Brustharnisch;  zerfleischen; Brust	Brust	Brust-1
608	1318	CHICKEN	pipi	 Küken; 〈Lockruf für Hühner od Küken〉;   〈Lockruf für anderes Hausgeflügel〉;   Huhn;   〈als liebkosende Anrede〉	  Huhn	Huhn-1
610	2897	CHIME (ACTION)	kondít	  schreien;  brüllen;   furzen;   mit der Peitsche knallen; läuten;  erschallen lassen;   das Totenglöcklein läutenhaláleset vagy temetés allkalmával harangoz	läuten	lauten-1
613	1510	CHIN	áll²	Kinn;   Kinkette 	Kinn	Kinn-3
616	1750	CHOOSE	választ	  Unterschied;   unterscheiden;   entscheiden;   gewählt;   ändern;  entfernen;   auserwählen;   Wähler;   wählen;  scheiden;   Auswahl; trennen 〈Personen〉;   gegenüberstellen;   zu etw wählen;   abstillen;   Ausgewählte;   Wahl;  Wählen;   getrennt	  wählen	wahlen-2
619	2149	CHOP (INTO PIECES)	vág	  Hackbraten;  hacken;   spalten; abholzen;  eine Spur ziehen;   sperren 〈Weg;  Wasser usw〉;   niedermetzeln;  schlachten;   plötzlich entscheiden und handeln;   in od zu etw passen od gehören;   jmdn anzapfen;   sich etw einpauken;   heftig und gierig essen;   〈im Examen〉 durchfallen lassen;   aushacken lassen;   〈das Strömen〉 beendigen lassen;   Schraubenrille;   gleis	 hacken	hacken-2
621	1349	CHURCH	parókia	Pfarrhaus;   Pfarrgemeinde;   Kirche	  Kirche	Kirche-1
622	1349	CHURCH	templom	Kirche;  Tempel	Kirche	Kirche-2
625	1467	CIRCLE	karika	Kreis;  Ring;   Faß;  Reifen;   Scheibe;  kreisrunde Form;   kreisförmiger Gegenstand;  Scheiben- od walzenförmiger Gegenstand;   Laufreifen als Spielzeug;   kreisförmige Scheibe;   geringelt;   Art Peitsche	Kreis	Kreis-3
628	1467	CIRCLE	kör	Kreis;   Kreis;   Umgebung;   Zirkel 〈Gerät〉;  Verein;   Gesellschaft;   Umkreis;   Bezirk;   Bezirk;   Kreis 〈Geom〉;   Umfang;   Bereich;   System;   Truppenunterkunft;   Rotunde	Kreis	Kreis-6
635	72	CLAW	csülök	  Sprungbein; Spielknöchelchen;   Seilschlinge;   Fuß 〈Mensch〉;   Klaue;  Eisbein	  Klaue	Klaue-1
637	1399	CLAY	agyag	Ton ; Ton;  Lehm 	 Lehm 	Lehm-1
638	1399	CLAY	sár¹	  Lehm;  Kot;  Sumpf;   Exkrement;   Schlacke;  Morast; schlammiger Fluß;   nasse;  aufgeweichte Erde	  Lehm	Lehm-2
644	704	CLEAN	tiszta	  Weizen;   aufrichtig;  unschuldig;   unschuldig;  bloß;   Lichtung;   Lichtung;  lauter;  klar;   klar;   unvermischt;  Abführung;   rein;   sich fortmachen; keusch;  sauber;   frisch 〈Wäsche〉;   durchsichtig;   schuldenfrei;  heiter;   fehlerlos 〈SprGebrauch〉;   reine;  keusche;  unschuldige Person;   reine Wäsche;   Reinheit;  das Reine;   der reine Teil von etw;   rein werden;   Reinwerden;   Reinschrift	 sauber	sauber-3
647	2235	CLEAN (SOMETHING)	pucol	reinigen;   schmücken;   entlaufen;    verputzen	reinigen	reinigen-3
651	2235	CLEAN (SOMETHING)	takarít	 -stecken; verbergen;   zusammenfalten;   einbringen;   begraben;   ver-;   sparen;  beisetzen;  zudecken;   sorgen;   niederdrücken;  nicht aufstehen lassen;   putzen;  aufräumen;  säubern	  putzen	putzen-1
653	1310	CLEVER	agyafúrt	  schlau;  schlau; irrsinnig; irrsinnig;  närrisch;   hartnäckig ;   durchtrieben;   stur 	  schlau	schlau-2
663	1310	CLEVER	ravasz	  schlau;  listig;   pfiffig;   schlauer;  hinterlistiger Mensch; Fuchs;   Drücker als Schloß od Schlüssel und Klinke dazu;   Abzug 〈an Schußwaffen〉;   Umstände machend;   knifflig;   von Füchsen bewohnt;  listig 〈Person〉	  schlau	schlau-12
668	1102	CLIMB	hág	steigen;   ansteigen 〈Gelände;  Weg〉;   treten;   bespringen;   bespringen;   besteigen;  fellépni kényszerít;  〈lovat;  szarvasmarhát stb.〉 párosít	steigen	steigen-1
670	1102	CLIMB	mászik	 kriechen; klettern	klettern	klettern-1
677	1616	CLOTH	textil	Stoff;  Gewebe;  Textilwaren	Stoff	Stoff-6
687	1895	CLOTHES	ruha	  verprügeln;  Tuch;   Prügel; Kleid;  Kleidungsstück;   Gewebe;   bekleiden;   investieren	 Kleidungsstück	Kleidungsstuck-4
688	1489	CLOUD	felleg	Wolke;   〈der Regenwolke ähnliche〉 dichte Menge;   in sich eine Gefahr bergende Erscheinung;   Qualm;   sich bewölken;   damit ist es aus	Wolke	Wolke-1
695	1287	COLD	hideg	  Schauder; kalt;   Frost;  Kälteempfinden;  unfreundlich;   schroff;  gleichgültig;   leblos;   Kälte;   Schüttelfrost;  Fieber;   kaltes Gericht;   sich erkälten;   sich von etw abkehren	kalt	kalt-3
696	2932	COLD (CHILL)	hideg	  Schauder; kalt;   Frost;  Kälteempfinden;  unfreundlich;   schroff;  gleichgültig;   leblos;   Kälte;   Schüttelfrost;  Fieber;   kaltes Gericht;   sich erkälten;   sich von etw abkehren	  Kälte	Kalte-1
697	2483	COLD (OF WEATHER)	friss	 flink;  prächtig; neu;  noch unverdorben;   hurtig;  munter;   kühl;  erfrischend;   herrlich;   in schnellem Tempo 〈Musik;  Tanz〉;   Teil der ung Musik und des ung Tanzes in schnellem Tempo;   Aufgewecktheit	  kühl	kuhl-1
698	2483	COLD (OF WEATHER)	hűvös	  Gefängnis;   barsch; kühl;  unfreundlich;   Kühle;  kühler Ort	kühl	kuhl-2
700	2012	COLLAR	gallér	  Art feine Leinwand; Art Kleidungsstück der früheren Kriegsleute;   Kragen;    Lederwams;   auf dem Rücken des Kleides herabhängendes langes Tuchstück;   Hüllkelch;   Wettermantel;   Feder- od Pelzring um den Hals bei Tieren;   Banaum	  Kragen	Kragen-1
701	2012	COLLAR	grabanc	Kragen;   Nacken	Kragen	Kragen-2
705	2997	COLORFUL	iromba ×	bunt;  derb;  〈Katze〉;   ungeschlacht;   getüpfelt;  gesprenkelt 〈Geflügel〉 gestreift;  getigert	bunt	bunt-2
707	2997	COLORFUL	tarka	bunt;   Zisterzienser;   heuchlerisch;  doppelzüngig;  scheckig;   mannigfaltig	bunt	bunt-4
710	1475	COMB	fésű	Kamm	Kamm	Kamm-3
713	2070	COMB (VERB)	ecsel ×	  hecheln; bürsten;  kämmen	 kämmen	kammen-1
716	1446	COME	jön	 entstehen;  folgen;  ankommen;    gehen; kommen;   kommen 〈zeitlich〉;   entstammen;   anfallen;   in einen Zustand geraten;   zukommen 〈Geld〉;   Zukunft;   Kommen;  Ankommen;  jövetel	kommen	kommen-4
721	2983	COMPANIONSHIP	kaláka ×	  Krawall; fronartige Pflichtarbeit;   freiwillige Gemeinarbeit zu gegenseitiger Aushilfe;   Geselligkeit;  Gesellschaft	 Gesellschaft	Gesellschaft-1
723	2983	COMPANIONSHIP	kompánia	  Gesellschaft; Kompanie 〈der Infanterie〉	  Gesellschaft	Gesellschaft-3
730	2933	CONVERSATION	diskurzus	 Unterhaltung; Verhandlung;   Gespräch;   Auseinandersetzung	  Gespräch	Gesprach-1
731	2933	CONVERSATION	kollokvium	Gespräch;   Art Semesiralprüfung 〈an Hochschulen〉	Gespräch	Gesprach-2
735	2898	CONVEY (A MESSAGE)	közöl	  veröffentlichen;   Zwischenraum;   geschlechtlich verkehren;   mitteilen;   verbreiten;  mengen; Zwischenraum machen;  in die Mitte nehmen;   zur Verfügung stellen;  verteilen;  gemein machen;  kundgeben;   untermischen;  vermitteln;   Mitteilung;   Mittelsperson;   Mitteilungsblatt	  mitteilen	mitteilen-3
736	1100	COOK (SOMETHING)	fő¹	 Gekoch;  sieden; gekocht od gar werden 〈Lebensmittel;  etw Festes〉;  kochen 〈Flüssigkeit〉;   der Kopf brummt einem;  Sorgen haben;   Kochen;   Gekocht;   Gekochtes;  Kochgut	  Kochen	Kochen-1
743	192	CORNER	sarok	  Fundament;  Winkel; Ecke;   Ferse;  Eck-;  Hinterkappe od Absatz vom Schuhwerk;   Scharnier;   Pol;  Weltgegend;   Weltgegend;   magnetischer od elektrischer Pol;   sich polarisieren;   den Absatz bzw die Absätze reparieren	Ecke	Ecke-3
747	192	CORNER	zug	Winkel;  Ecke;   Sackgasse;   entlegene;  enge Kammer	 Ecke	Ecke-7
751	1725	CORRECT (RIGHT)	helyes	  wahr;  hübsch;   nett;  richtig; eine Hufe habend	 richtig	richtig-4
759	879	COUGH	köhög	husten;   unregelmäßig arbeiten 〈Maschine〉	husten	husten-4
762	1420	COUNT	szokotál ×	  verschaffen;  zählen;   erwägen;  -setzen;  zusammenstellen;   auf etw rechnen; rechnen;  ins Auge fassen;   sich mit jmdm krachen	 zählen	zahlen-6
764	2945	COUNT (QUANTITY)	szám	 Menge;   Arbeit;   zahlreich;   Ziffer;  Zahl; Personalbestand; Reihe;  Anzahl bestimmter Individuen;   Anzahl;   Quantität;  Nummer;  werk;   Numerus;   Exemplar einer Zeitung;  Zeitschrift usw;   Arithmetik;  Mathematik;   Nummer innerhalb einer Spielfolge;   Trennpfahl zwischen zwei Klaftern Holz;   Zählender;   Zähler 〈Math〉	  Anzahl	Anzahl-1
767	1300	COUNTRY	ország	  regieren;   Herrschaft;   Herrschaft; Land;  Reich;  fahren;  Bevölkerungeines Landes;  Regierungsgewalt;   gesetzgebende Körperschaft;   herumreisen	Land	Land-3
771	761	COVER	terít	 Decke;   Decke;   Hülle;   niederfallen;  bedecken; ausbreiten;   ausbreiten;  strecken;   zer-;  sich hinwerfen;  ausstrecken;  starr aushalten;   jmdn zu Boden werfen;  umfallen;  ausstreuen;   den Tisch decken;   das Wild zur Strecke bringen;  den Gegner umlegen;   Spielkarte aufdecken;  aki valamit leterít	 bedecken	bedecken-4
775	1007	COW	boci	Kälbchen;   Kuh;   dumm 〈Person〉	  Kuh	Kuh-1
776	1007	COW	tehén	  Kuh; Rindvieh;  Weibchen eines Wiederkäuers;   Weibchen des Rin;  Büffels;   dickes Weib;   Melker	  Kuh	Kuh-3
778	2946	CRADLE	bölcső	Wiege	Wiege	Wiege-1
781	1830	CRANE	daru	Kranich;   Kran	Kranich	Kranich-1
784	3215	CREEP	mászik	 kriechen; klettern	 kriechen	kriechen-3
791	3215	CREEP	suttyan ×	schleichen;  schlüpfen;   einen rauschenden Ton geben	schleichen	schleichen-7
799	913	CROW	varjú	Krähe 	Krähe 	Krahe-5
805	1839	CRY	rí ×	 brüllen;  muhen; heulen;   knarren;   ab-;   winseln;   weinen;  quietschen;  hervorstechen	  weinen	weinen-6
807	1839	CRY	sír¹	 schreien;  Musikstück;   brausen;   heulen;   knarren;   jammern;  anflehen; weinen;  Gedicht〉;  winseln 〈Tier〉;  pfeifen 〈Wind〉;   wehmutsvoll tönen;  Schmerzen ausdrücken 〈Musikinstrument;  kreischen 〈Vogel〉;   zischen 〈Wasser;  feuchtes Holz usw〉	weinen	weinen-8
809	2934	CUCKOO	kakukk	Kuckuck 	Kuckuck 	Kuckuck-1
815	476	CUP	pohár	 Becher; Trinkgefäß;   Blumenkelch;  das Gefäß als Maß;   kleiner Topf	 Becher	Becher-6
816	476	CUP	serleg	Becher;  Pokal;   Gefäß am Förderband;  Förderbecher	Becher	Becher-7
823	1432	CUT	nyír¹	 stutzen;   stutzen;   schneiden;  Papier〉; scheren;  scherend bearbeiten;  schnitzen 〈zB Tuch;   jmdn um Geld anzapfen;    absägen;  umbringen;   Scherer;  Scherender;   Tonsur;  kurzschneiden lassen	  schneiden	schneiden-3
825	1432	CUT	szab	 prügeln;   schlagen;  Struktur;   schneiden;  Vorschrift;   zusammenfügen;  anordnen; bestimmen;   Regel;   zuschneiden;   etw od sich nach etw richten;   Schneider	  schneiden	schneiden-5
831	1116	DAMAGE	rongál	  prügeln; tadeln;  zugrunde richten;   verderben;   beschädigen;  bestrafen;  beschimpfen	  beschädigen	beschadigen-3
832	1116	DAMAGE	sért	  beleidigen;    beleidigen; verletzen;   beschädigen;   schädigen;   anritzen;  anquetschen;   bebestreiten	  beschädigen	beschadigen-4
837	2947	DAMAGE (INJURY)	kár	 Schaden;   Platz; Verlust;  Einbuße;  nachteilige Veränderung;  wo das Weiden untersagt ist;   schade 〈als Präd〉	 Schaden	Schaden-3
839	2947	DAMAGE (INJURY)	seb¹	  Gram; Wunde;  Leid;   Schaden;  Beleidigung;   verwundet werden;   verwunden	  Schaden	Schaden-5
855	706	DARK	sötét	  böse;  zornig;   Verborgenheit;  dunkel;   dunkel;  böswillig;  Ort〉;   Dunkelheit;  wirr;   verblendet; finster;   finster;   unaufgehellt bleibend;  ungeklärt;   betrübt;  unaufgeklärt 〈Zeit〉;  Finsternis 〈Tageszeit;    Verlies;   Dunkles;  dunkler Teil von etw;   zum Bösewicht werden;   dunkel 〈auch abstr〉;   zum Bösewicht machen	 dunkel	dunkel-2
860	2863	DASH (OF VEHICLE)	suhog	 brausen;  summen;  sausen;   flink;   zischen;   flüstern;  kochen; schwirren;   rauschen;  rührig vonstatten gehen 〈Arbeit〉	 sausen	sausen-3
861	2863	DASH (OF VEHICLE)	zúg	  sich begatten;  brausen;   murren; sausen;   schnaufen;  keuchen;   durchfallen 〈in der Prüfung〉	sausen	sausen-4
862	1357	DAUGHTER	leány	Mädchen;   Tochter;   magd;   Freudenmädchen	  Tochter	Tochter-1
863	1225	DAY (NOT NIGHT)	nap¹	  Tagebuch;   ???; Tag;   Tag;   heller Tag;   Sonne;   Sonnenschein;  besonnte Stelle;   an  Tag;   sonnig;   -tägig;   Tagendienst habende Person;   den Tag von etw bestimmen;  verschieben anmerken;   vertagen;  stunden;   sich sonnen;   am Tage;   am Tage;  der helle Tag;   alltäglich	Tag	Tag-1
868	996	DEAF	süket	 ungeschickt;   dumm; taub;   eitel;  schwerhörig;   geräuschlos;   bar einer wichtigen Eigenschaft;  charakterisiert durch das Fehlen von etw;   indolent;   ohne Glockengeläut 〈Karwoche〉;   dumpf 〈Schall〉;  von schlechter Akustik 〈Raum〉;  gehaltlos 〈Gerede〉;   tauber Mensch	taub	taub-4
