sense	year	origin	Concepticon_ID	Concepticon_Gloss
schwanken,  sich leise schaukeln, wogen,  schlendern	1565.0		573	SWAY
Willkommenbecher, Becher,  Willkommen 〈Begrüßung〉	1612.0		476	CUP
Auge 〈an Bäumen〉, Knospe,  Brustwarze,  Beere,  Pupille	1456.0	derived word	904	BERRY
Klunker,  Warze,  Knospe	1591.0		1684	BUD
besitzen, haben,  beherrschen,  unterwerfen,  verschaffen,  veranlassen,  ertragen,  zu etw fähig sein, imstande sein,  Besitzer	1372.0	uncertain	684	OWN
Richter, vom Staat bevollmächtigter Beamter,  Gemeindevorsteher, Schultheiß,  Befhlshaber,  herrschen, regieren,  Herrschaft, Regieren	1306.0	derived word	861	JUDGE
Beute,  Lösegeld, Strafgeld,  Bänkelkind, Kuckucksei,  Strolch,  nichtswürdige Person,  herrenlos, streunend,  niederträchtig,  verschwenden	1456.0	Czech	79	WASTE
Büffel,  Wildesel,  dummer Mensch,  Lokomobile der Dreschmaschine	1193.0	Slavic	934	BUFFALO
berühren, bewegen,  reizen, ärgern,  stören, aufstöbern,  anregen, aufwiegeln	1585.0		1892	TOUCH
wahr,  bestimmt,  wahrlich,  Zeuge,  Wahrheit,  Wahrheit,  sicher,  Gewißheit,  wahrlich,  wahrlich	1057.0		1657	TRUE
Kommissar,  Schutzmann,  gewiß,  sicher,  vertraulich,  vertrauenswürdig,  fest, bestimmt,  Garantie, Kaution,  elektrische Sicherung,  Versicherungsanstalt	1563.0	derived word	3003	SOLID
streicheln, kitzeln	1787.0		3647	TICKLE (SOMEBODY)
Zettel,  Spielkarte,  vom Blatt singen, spielen, Karten spielen	1808.0	German	1413	PLAY
kurzer Kittel,  Arbeiter, 〈revolutionäre〉 Arbeiterschaft,  Frauenbluse	1839.0	German	2977	WORKER
Kälbchen,  Kuh,  dumm 〈Person〉	1795.0	derived word	1007	COW
vergeben,  irgendwohin gelangen lassen,  lassen	1372.0	Chuvash	2896	CAUSE TO (LET)
Faustschild am Schwertgriff,  Griff, Stiel, Handhabe 〈am Säbel, am Ruder usw〉	1395.0	uncertain	1254	HANDLE
belästigen, stören,  jmdn um den Verstand bringen, beschwindeln,  betäuben, abmatten	1493.0		2869	BOTHER (HARASS)
Feuerwanze,  Marienkäfer	1801.0	unknown	3139	LADYBUG
Beere, kleines Obst,  junges Rind,  unreif	1522.0	derived word	904	BERRY
langsam, unsicher gehen, wandern, herumschweifen,  taumeln,  sich schlängelnd emporsteigen 〈Rauch〉	1648.0	internal	701	SLOW
Knoten, Knorren,  Glied, Ast	1138.0	Proto-Finno-Ugric	1531	BRANCH
Käfer,  Mucke,  Pupille,  von Insekten geplagt laufen,  von Käfern bedeckt,  grillenhaft	1138.0	internal	2242	BEETLE
metallbeschlagene, knopfförmige Edelstein-, Perlen-, Emailverzierung,  Hülse,  Hahnenfuß 〈Pflanze〉,  kleine Schmuckspange,  Hahnenfuß 〈Pflanze〉	1505.0	loan	2363	CHAFF (HUSK)
Beere,  dürre Frucht,  unreifer Apfel,  Knoten	1505.0	Proto-Uralic	904	BERRY
Büschel, Zottel, Quaste, Behang,  Knoten, Knorren,  Tannenzweig,  Pfropfreis, Pflänzling,  junger Nadelbaum, Gruppe von Nadelbäumen	1181.0	unknown	760	KNOT
Schienbein,  Knöchel,  Handgelenk,  Leder für Bunchuhe,  Art Fußbekleidung,  tanzen	1193.0	Turkic	1879	DANCE
feinglasierter 〈verzierter〉 Tonkrug, Maßeinheit für Wein,  Kachel,  Becher	1549.0	loan	476	CUP
Strauch, Busch,  Büschel, Haufen,  ein Paar,  Menschengruppe, Hausleute,  buschig,  durchgehend 〈Pferd〉,  bestauden,  durchgehen 〈Pferd〉	1055.0	unknown	2984	HEAP
heilig, selig,  reich,  glücklich, freudig, zufrieden,  friedlich, gut,  dick,  schwanger,  fortkommen,  glücklich werden,  fortkommen,  selig,  Verstorbener,  verstorben	1193.0	internal	1035	GOOD
Floh,  Art Kinderspielzeug,  Holzteile versch Werkzeuge	1200.0	Slavic	232	FLEA
Gewölbe,  Laden, Geschäft,  Räumlichkeit mit gewölbter Decke, Kammer, Keller,  Bogen, Regenbogen,  gewölbt,  Kaufmann	1211.0	loan	1733	RAINBOW
Ameisenhaufen,  Bülte,  Gruppe, Rudel,  Bündel,  Maulwurfshügel	1213.0	unknown	2943	BUNDLE
Bombe,  Lavastück	1685.0	Wanderwort	1804	BOMB
zerstören, zugrunde richten,  aufmachen, auflockern, zerlegen,  brechen 〈Freunchaft〉, verletzen 〈Befehl〉	1337.0		681	DESTROY
bunt,  glatthaarig,  altes 〈Schwein〉	1321.0	loan	2997	COLORFUL
hüllen,  umstoßen, ausgießen,  überfluten, versenken,  in irgendeinen Zustand versetzen,  sich begatten, ,  Deckel,  Kuvert	1456.0		2319	LID (COVER, CAP)
stürzen, fallen,  sich verdunkeln, sich verdüstern,  sich häupteln	1512.0		1280	FALL
Kalb,  Jungtier,  Schwachkopf,  Tornister,  Art Kartenspiel	1211.0	Chuvash	1989	CALF
Egge	1481.0	Slavic	2545	HARROW (TOOL)
Bürste, Weißpinsel,  Borste,  Art Viehkrankheit	1347.0	loan	1821	BRUSH
Pfeffer,  Paprika,  Hungerblümchen	1075.0	Turkic	1385	PEPPER
Erbse,  〈als Name der Hülsenfrüchte〉,  Bohne,  Wicke,  eine Gänsehaut bekommen	1229.0	Turkic	832	BEAN
Dachs 	1131.0	Turkic	3717	BADGER
Hexe,  zauberhaft,  verblüffend,  sehr geschickt	1552.0		824	WITCH
ärgern	1416.0		2892	MAKE ANGRY (ANNOY)
Gemüsegarten, Melonenfeld,  Kürbis	1880.0	Romanian	864	PUMPKIN
Kolben, Keule, Stock, Stab,  Zepter,  Streitkolben,  Aufsicht, Herrschaft, Macht,  Klotz 〈am Brunnenschwengel〉,  prügeln,  Weidenruten schneiden, die Zweige abschneiden	1131.0	uncertain	1295	STICK
dumm, töricht,  stammelnd	1504.0	backformation	1518	STUPID
Art Schuhwerk, Filzstiefel,  Fußlappen, Strumpf,	1405.0	loan	329	STOCKING
reich,  breit, weit,  weitschweifig, ausführlich,  sich vermehren,  reichlich	1138.0	Turkic	712	RICH
brüllen, schreien, lärmen 〈Person〉,  muhen,  röhren,  brausen, heulen 〈Gegenstand, Naturerscheinung〉,  brüllend weinen,  Baßgeige	1251.0		2876	ROAR (OF SEA)
Fastenzeit,  Hungern, 〈rituelles〉 Fasten,  Elend	1181.0	loan	1533	BE HUNGRY
strechen, stoßen,  verletzen,  zeigen	1198.0	unknown	1039	SHOW
taumeln, wackeln,  antreffen,  anstoßen,  Haken, Schwierigkeit	1611.0	derived word	1071	HOOK
weise,  kluge Person,  Gelehrter, Philosoph	1211.0	Turkic	698	WISE
Wiege	1262.0	Chuvash	2946	CRADLE
Auerochs, Wisent, Bison	1211.0	Turkic	3142	BISON
heulen, brüllen 〈Tier〉,  brüllen 〈Person〉,  brüllen, brausen 〈Gegenstand, Naturerscheinung〉,  brüllend weinen	1456.0	onomatopoetic	526	HOWL
Leder,  Haut, Fell,  Fruchthülle,  Haut 〈auf der Milch〉,  Weib 〈in sexueller Beziehung〉,  Ball 〈im Fußball〉,  Haut 〈auf der Milch〉	1372.0	Proto-Uralic	763	SKIN
Fledermaus	1788.0	compound	1793	BAT
Koffer,  Leder,  Rucksack	1786.0	internal	629	LEATHER
Fahrrad	1924.0	uncertain	747	BICYCLE
Höcker,  Kamm, Schopf 〈des Vogels〉,  Frauenkopfschmuck,  Federbusch, Roßhaarbusch 〈als Pferdekopfschmuck〉,  Scheitel	1138.0	onomatopoetic	1475	COMB
Puppe	1763.0	German	1659	DOLL
Knolle,  Knollenkerbel,  Rebendolde,  Kartoffel	1578.0		593	POTATO
massig, gedrungen,  Knoten, Ausbauchung	1708.0		760	KNOT
Abort,  Schuppen, Bude	1642.0		266	SCALE
übergoß,  pauspäckig,  dumm,  Backen,  Schlag auf den Rücken	1588.0		1518	STUPID
〈die Köpfe zusammensteckend〉 flüstern,  girren, gurren,  brünstig sein, sich begatten 〈haupts Schwein〉,  brausen, brummen	1552.0		2876	ROAR (OF SEA)
Gallapfel,  Kapselfrucht, Tannenzapfen,  Augapfel,  Kokon, Lein- od Hanfbündel,  Rispe,  Metallbarren	1215.0	derived word	3807	EYEBALL
verächtliche Person,  Art Taler,  slowakischer Schnitter,  Vierkreuzerstück,  Bauer,  Vierkreuzerstück 〈Person〉,  dumm, hartnäckig	1742.0	Croatian or Serbian	1518	STUPID
dumm,  großköpfig,  zerzaust,  ungehobelter Mensch, Tölpel,  Bauer	1833.0	uncertain	1518	STUPID
bauschig sein,  sprudeln,  sich beeifern,  strömen,  Hose	1565.0		809	TROUSERS
einwickeln	1791.0		1113	WRAP
Bündel, Gepäck,  Ranzen,  Art Hefegebäck	1594.0	derived word	2943	BUNDLE
wollüstig, unkeusch,  üppig,  Kebsweib,  Wollüstling	1416.0	Slavic	3636	CO-WIFE
sich verbergen,  hineindringen in etw,  tauchen,  sich in etw vertiefen,  schlüpfen 〈in ein Kleidungsstück〉,  aufgehen 〈Pflanze〉,  Verbannter,  Vorwand,  Ausweg	1138.0	uncertain	119	DIVE
verstecken, einsammeln,  ablegen 〈Pflanzentrieb, Ausläufer, bes Weinrebe〉	1416.0	derived word	2485	HIDE (ONESELF)
tauchen,  fallen, stürzen,  eine Niederlage erleiden,  auf etw stoßen,  die führende Rolle verlieren,  fallieren,  zu Fall kommen,  durchfallen 〈in einem Unterrichtsfach〉,  der Polizei in die Hände fallen,  erpicht sein	1211.0	unknown	1280	FALL
groß 〈Kopf〉,  untertauchend 〈Wassertier〉,  hinterlistig,  dämlich, ungeschickt,  eigensinnig,  Kopfhänger,  Mensch, bes Kind mit großem Kopf,   Kopf 〈bes eines Kindes〉	1793.0	derived word	683	PERSON
eine Runde od eine Partie 〈im Kartenspiel〉,  gemeinsames Unternehmen, angenehmer Zeitvertreib,  Teller für die Einsätze der Kartenspieler,  Verbrechen,  Budenzauber 〈bes von Jugendlichen〉	1942.0	German	1066	CRIME
türkische Frau,  Kebsweib,  türkisch, orientalisch,  dünn, schütter	1556.0	Croatian or Serbian	2249	THIN (OF SHAPE OF OBJECT)
Possenreißer, Schauspieler,  Einfaltspinsel,  dickliches, rundliches Kindchen,  unvernünftig, dumm,  düster, zornig,  derb, ungebildet,  vierschrötig, ungeschickt	1705.0	compound	1518	STUPID
Pelz,  Tierfell, Zottelhaar,  Art Weste,  Haarwuchs,  Note »ungenügend«,  Pflanzendecke,  gekauftes Spiel, Schiebung 〈Mißbrauch beim Fußball usw〉,  Rekrut	1723.0	uncertain	3232	PELT
Knoten, Gelenkknorren,  Kolben,  Knotenstock, Stampfer,  Kern, Wesen,  Grobheit,  Note »ungenügend«,  Lümmel, Lackel,  grob tadeln	1585.0	unknown	760	KNOT
Kartoffel 	1803.0	uncertain	593	POTATO
Preuße,  preußisch,  roh, unnachgiebig	1645.0	clipping	1959	RAW
Hülle, Kapsel,  Fruchtblase,  dichtes Laub,  zusammenbinden,  einwickeln,  essen	1332.0	derived word	1336	EAT
untersetzt, kräftig,  großköpfig,  wohlhabend,  pausbäckig,  voll 〈Stimme〉,  derb, roh,  eigensinnig,  dicke Augenbrauen od einen düsteren Blick habend,  hinterlistig,  dumm,  Dickkopf,  Art großköpfiger Fisch	1138.0	unknown	1518	STUPID
breitstirnig, mit krausem Stirnhaar,  grob, rücksichtslos,  reichlich, ausgiebig,  eigensinnig, störrisch,  untersetzt, dick,  dicht 〈Augenbrauen〉	1762.0		1244	THICK
abwärts gebogen,  dumm,  stumpf,  derb,  schwer, dicht,  blind, unberechenbar,  stumpf,  Dummerl	1199.0	unknown	1210	HEAVY
Flasche	1735.0	Wanderwort	1321	BOTTLE
Kneipe,  Zelt, Hütte, Bude,  kleines Modegeschäft	1831.0	German	1316	TENT
Möbel,  Bündel, Gepäck	1786.0	uncertain	2943	BUNDLE
Knoten, Schwellung,  Knotenstock	1604.0		760	KNOT
Zauber, Quacksalberei,  Scharm,  Zauberer,  zauberkräftig,  entzückend	1476.0		823	SORCERER
stark riechend, stinkend,  abstoßend,  unangenehm, beängstigend 〈Angelegenheit, Situation〉,  Auslauf in einem Ballspiel,  Gefängnis	1135.0	derived word	42	STINKING
Sammetblume,  Hundille,  eine gewisse Stelle in einem Ballspiel,  Wanze, Blindwanze,  eine Weinstockart	1775.0	derived word	1949	BEDBUG
Sünde,  Gesetzesbruch,  Fehler, Mangel,  sünden,  sünden,  versündigen	1512.0	unknown	2971	SIN
stolz, selbstbewußt,  stickend, abstoßend	1594.0	derived word	174	PROUD
 Ende eines Bodenstückes,   Ende, Spitze eines Gegenstandes,	1285.0	Turkic	743	END (OF TIME)
Knoten,  Gelenkknorren, Auswuchs 〈bes an Zehen od Fingern〉,	1531.0		760	KNOT
Zauberer,  Schwarzkünstler	1829.0	internal	823	SORCERER
Geruch, Gestank,  schlechter Ruf,  unangenehm auffallende Art einer schlechten Charaktereigenschaft,  brenzlige Situation,  Auslauf in einem Ballspiel,  faulen,  stinken	1233.0	uncertain	569	SPOIL (BECOME SPOILED)
〈eine Verbalwortsilbe〉,  nach innen,  drinnen	1372.0		1606	INSIDE
wie !	1610.0		1239	HOW
Hülsenfrucht,  Weizen,  Schote, Hülse	1247.0		2363	CHAFF (HUSK)
〈kostbares〉 Deposit,  Maß, Maßgefäß,  Schätzung,Schätzungswert,  Verehrung,  Last,  Schatzmeister	1389.0		1679	LOAD
Kropf der Vögel,  Magen,  Fingerkuppe,  weibliche Brust,  stolz	1318.0		819	STOMACH
Frosch, Kröte,  Geschwulst,  Art Pferde- und Viehkranheit,  Kind, Backfisch,  springender Feuerwerkskörper,  Bizeps	1295.0		503	FROG
Ruhe,  Friede, Friedenschluß,  Bund,  sich versöhnen,  sich demütigen 	1086.0		3458	SILENCE
Eingeweide, das Innere,  Fruchtfleisch,  Docht,  Seele,  Darm,  Magen,  inner	1055.0		819	STOMACH
inner,  intim,  das Innere 〈eines Gegenstandes〉,  Seele	1225.0		811	SOUL
aus,  von,  wegen,  innerhalb,  in 〈mit Akk〉,  von innen,  drinnen,  in 〈mit Akk〉,  das Innere	1372.0		2918	BECAUSE OF
Brandmal, Brandmarke,  Narbe,  mal, KEnnzeichen,  Siegel,  Wertzeichen,  Briefmarke	1263.0		497	SCAR
lahm, krüppelhaft,  verstümmelt,  hinkend,  kraftlos,  Lahmer	1372.0		320	LAME
Bauch,  Wamme,  Magen, Pansen,  Rinblase,  Art Behälter, bauchiger Krug,  Kuttel,  wulstige Wurzel	1398.0		1251	BELLY
Lohn,  Miete,  Knecht	1121.0		1122	WAGES
Hammel,  Widder,  Rammklotz,  Lederschürze,  Lammfellmütze,  grober Mann,  Pekesche	1423.0		1344	RAM
Jochscheide,  Rippe,  Stift zum Knüpfen von Fischnetzen,  Wagenschwengel	1816.0		801	RIB
Ufer,  Hain,  Moor	1193.0		3464	SHORE OF LAKE
Hose, Art Unterkleid,  Schürze,  Decke	1358.0		809	TROUSERS
firmen,  benennen,  prügeln, schlagen	1519.0		3308	STRIKE (SOMEONE)
wüten 〈Mensch〉, sich auflehnen,  unruhig sein,  zögern, sich grausen,  die Federn, die Haare sträubend wüten 〈Tier〉,  necken	1566.0		3629	HESITATE
Art Raubvogel,  Milan, Krähe	1138.0		913	CROW
Tier, wildes Raubtier,  〈als Schelt- od Schimpfw〉,  niederträchtig, schuftig	1490.0		619	ANIMAL
Schurke 〈als Scheit- od Schimpfw〉,  unvernünftiges Wesen,  Tier, wildes Raubtier,  Hure,  selbstsüchtiges, grausames Weib,  niederträchtig, schmachvoll	1507.0		619	ANIMAL
Rede,  Wort,  Märchen	1138.0		1599	WORD
Kranke,  krank,  erkranken,  krank sein,  Erkrankung	1372.0		1847	SICK
Schnecke,  Rolle,  Folterseil,  Wirbelbein,  Kreisel,  Schneckennudeln,  〈haupts el- 〉quälen,  〈haupts fel-〉spannend machen,  schneckenförmig,  lockig	1272.0	uncertain	1543	SNAIL
Schlamm, Kot am Kleide,  Lappen, Fetzen, Fleischfetzen,  Hure,  schlampig,  niederträchtig, nichtsnutzig	1831.0		1610	PROSTITUTE
Hure, Weib 〈pejor〉	1775.0	internal	1610	PROSTITUTE
Hure,  Gesellschaft in einer Spinnstube	1790.0	derived word	1610	PROSTITUTE
Art Haube,  Satteldecke, Pferdedecke, Hure,  herabhängendes Zierwerk, äußerlicher Aufputz,  Matsch, Quatsch	1380.0	derived word	1610	PROSTITUTE
Storch	1394.0	derived word	3724	STORK
mit völligem Marschgepäck, mit Sack und Pack, alles in allem,  vorbereitet, reisebereif,  jm alle Habseligkeiten,  Marschgepäck,  Art Speise, Gericht	1858.0		1068	COURT
Weibchen des Schafes,  Schafherde ohne Lämmer,  liederliches Frauenzimmer,  Mastschwein,  〈Schaf〉 ohne LAmm, alt,  milchend,  unförmig,  unfruchtbar	1766.0	uncertain	1229	OLD
Rest von Bier, Branntwein, Wein,  sauerer Wein	1784.0	unknown	1524	WINE
Haifisch,  alter Matrose,  rücksichtsloser Ausbeuter	1794.0	internal	1110	SHARK
Stute,  8– 9jähriges Mädchen,  leichtblütiges, lebhaftes junges Mädchen,  Hure	1626.0		1610	PROSTITUTE
schelmisch, gefallsüchtig,  falsch,  frech,  liederlich 〈Frauenzimmer〉,  geringwertig 〈Kleidung〉,  unordentlich,  Hure	1566.0	unknown	1390	WRONG
Hure,  Kot, Matsch,  schlampig,  schmutzig, dreckig,  hunmiserabel,  tüchtig	1874.0	derived word	1230	DIRTY
Hure,  Maische zum Schnapsbrennen,  	1792.0	derived word	1610	PROSTITUTE
zeichen,  Aushängeschild, Wirtshausschild,  Pranger,  Schande,  häßlich, ehrlos,  berüchtigt	1470.0	loan	1720	SIGN
rote Rübe,  Rübe	1322.0	Slavic	3062	TURNIP
Wettbewerbsziel, Zielpunkt,  Symbol,  Grenze, Ende,  Bestimmung, Zweck,  Kampf,  Gegenstand, worauf sich eine Tätigkeit richtet,  Absicht,  zielen,  auf etw anspielen	1456.0	loan	2981	ITEM
Mönchszelle,  Zelle 〈Biol〉,  zimmer,  Wabezelle,  Käfig,  Gefängniszelle	1372.0	Latin	1450	ROOM
geringwertig 〈Kleidung〉,  liederlich 〈Frauenzimmer〉,  bockig,  Hure,  Kram	1751.0	unknown	1610	PROSTITUTE
Pulver zur Läuterung der Metalle 〈haupts Gold〉,  Werkstatt für Goldreinigung,  reinigen, läutern 〈von Gold〉	1550.0	German	2235	CLEAN (SOMETHING)
geringwertig 〈Kleidung〉,  liederlich 〈Frauenzimmer〉,  bockig,  Hure,  Kram	1751.0		1610	PROSTITUTE
Pulver zur Läuterung der Metalle 〈haupts Gold〉,  Werkstatt für Goldreinigung,  reinigen, läutern 〈von Gold〉	1550.0		2235	CLEAN (SOMETHING)
hund,  Stalljunge 〈bes beim Milit〉, junger Söldner,  Knabe, bengel,  Schuft,  Rekrut,  schuftig,  jung	1138.0	unknown	2009	DOG
Mittelpunkt,  Mittelteil,  Mittelpartei,  Zentrale, Innenstadt	1653.0	Latin	3208	CENTER OR MIDDLE
Prüfung,  Meinung,  Bücher-, Pressezensur,  Amt des Zensors,  Gericht	1586.0		1068	COURT
prawoslawische Kirche, griechisch-katholische Kirche,  Haus,  Hütte, Schuppen,  jüdischer Tempel	1641.0	loan	1252	HOUSE
Zwirn,  Logleine	1413.0	loan	3445	YARN
Bleistift	1771.0	Latin	2578	PENCIL
Wal	1395.0	Latin	957	WHALE
Haken,  hölzernes Band am Brunnenschwengel, Gelenknagel,  Pflock	1636.0	loan	1071	HOOK
Art sauere Suppe,  Art sauere Soße,  schelmisches Mädchen, Hure,  dünnes Pflaumenmus	1475.0	uncertain	1610	PROSTITUTE
Eichhörnchen	1662.0	derived word	1628	SQUIRREL
Katze, Kätzchen,  Blütenkätzchen,  die Geliebte,  Fangspiel,  Zopf,  Fänger 〈beim Fangspiel〉,  sich unruhig benehmen,  schäkern,  Fangspiel spielen	1639.0	derived word	1208	CAT
Brustwarze, weibliche Brust	1838.0	onomatopoetic	1402	BREAST
kalt,  Frösteln, Gezitter,  kaltes Wetter, Frost	1908.0		1287	COLD
verziert,  floskelhaft 〈Reden〉,  unzüchtig, buhlerisch,  glänzend 〈Elend〉,  b u n t 〈Tier〉,  aufgeputzt,  sonderbar,  Schmuck,  Pracht, Putz,  Ornamentierung,  Null, Zahlzeichen,  Chiffre,  Hure,  Verzierung 〈in der Musik〉,  Zeichnung	1518.0	Latin	1610	PROSTITUTE
Zigeuner,  arglistiger Mensch,  Schmied,  Zigeunermusikant,  hinterlistig, betrügerisch,  zigeunerisch, Zigeuner-,  unecht, unrecht, gering,  feilschen,  stehlen,  betrügen, lügen,  Zigeuner nennen,  schlecht	1370.0	Slavic	713	STEAL
sich langsam aufrappeln, etw langsam ausführen, tun	1560.0		813	DO
sich unruhig benehmen,  sich langsam aufrappeln, etw langsam ausführen, tun	1650.0		813	DO
Schwein, Ferkel	1577.0		1337	PIG
unangenehm, peinlich,  unangenehm, peinlich,  peinlich	1965.0	paronymy	26	UNPLEASANT
gekennzeichneter, meistens numerierter Textabschnitt, Paragraph, Absatz,  Glied,  Rockzipfel,  Teil, Abschnitt,  runde Fensterscheibe,  Silbe,  Stück Acker od Garten,  Minute,  Periode,  Warenartikel,  Obstschnitt,  Schulterstück des Hemdes	1528.0		779	PART
Periode,  Serie,  Teil, Abschnitt,  Sitzungsperiode,  Wechselstromperiode	1592.0		779	PART
Walze, walzenförmiges Gerät,  Flasche,  Zylinderhut,  Schornstein,  Lampenglas 〈von Petroleumlampen〉,  Zylinder 〈Maschinenteil〉	1792.0	German	1321	BOTTLE
an Gemeinarbeit teilnehmender armer Bauer,  Vereinigung, Zusammenschluß,  Geselle, Kumpan, Spießgeselle,  Gemeinarbeit,  Kind, das Ochsen führt,  einer der gelegentlich zusammengespannten Ochsen	1509.0	Romanian	2099	CHILD
Wappen, Schild,  Helmbusch,  Inschrift,  Schopf, Federbusch, Kamm,  Symbol,  Kennzeichen,  Aushängeschild,  aufwärts gerichtete, große Hörner des Viehs, Geweih,  Rispe, Ähre 〈vom Schilf, Mais, Reis〉,  Schmuck,  Charakter, Eigenschaff,  schönstes Stück einer Herde,  hervorragend,  Inschrift	1326.0	Wanderwort	1475	COMB
Nasenflügel,  Ohrläppchen,  fleischiger Teil irgendeines Körperteils,  stumpfnasig, mit verstümmelter Nase,	1288.0	unknown	18	EARLOBE
Zinn,  Zinngeschirr	1644.0	loan	893	TIN (METAL)
Mazedorumäne,  Schafhändler, -metzger,  Schlächter ohne Gewerbebefugnis, Hausschlächter,  Bäcker,  Makler,  Wanderzigeuner	1784.0	Croatian or Serbian	2568	BAKER
schmächtig, mager	1790.0	unknown	2219	LEAN (MEAT)
Art Fußbekleidung, Schuh	1380.0		1381	SHOE
Brotlaib,  kugelförmiges Gemisch,  Buckel,  ungeplatztes Maiskorn,  Entück des Brotes	1211.0	uncertain	534	HUMP
Schuh	1577.0		1381	SHOE
patrouillieren,  untersuchen, erforschen,  spionieren,  streunen,  Wächter,  Kreuzer 〈Kriegsschiff〉	1479.0	Latin	2010	INVESTIGATE
Reifen,  Zirkel 〈Gerät〉,  Rennbahn,  Kreis,  auszirkeln	1528.0		1467	CIRCLE
Zitrone,  Salbe,  Roßapfel	1538.0	Latin	3091	LEMON
Lappen, Fetzen,  Flaus, Rock daraus,  Hure,  Vettel, Hexe,  zerlumpter Kerl,  Abfall,  schuftig,  zerlumpt,  unordentlich,  zottig,  übermütig	1425.0		1610	PROSTITUTE
Schenkel, Keule,  Bärenbrante,  Zuwaage, flechsiges Schienbein, flechsiges Fleisch	1630.0	derived word	1763	CLUB
Lanze,  Spitze,  Schnürnadel,  zugespitzter Stab, Spieß usw	1388.0	Slavic	2992	TIP (OF OBJECT)
schuftig,  zerfetzt, elend,  sehr unangenehm, beinahe unerträglich schlecht 〈Zustand, Umstand〉,  Fetzen,  Schuft,  Hure	1348.0	uncertain	1610	PROSTITUTE
Zuggespann,  Zug 〈milit Abteilung〉,  Leeren des Glases auf einen Zug bzw die Fähigkeit dazu,  Gummizwickel von Zugstiefeletten,  Zug,  Art Aufzug,  Zug- 〈Schuh〉,  zugig	1732.0	German	900	TRAIN
Zucker,  rote Rübe	1546.0		862	SUGAR
Lumpenzeug,  Bündel, kleiner Sack,  Hure,  schmutzige Wäsche,  nach dem Aufmandeln zusammengeharktes Getreide,  hochaufgeschossene Göre	1480.0	unknown	1610	PROSTITUTE
zurück!	1600.0	loan	2910	BACK (DIRECTION)
hott bzw hü,  ein Tier treiben, leiten,  mit einer Kurve od Kehre,  rechts, links	1579.0	onomatopoetic	1019	RIGHT
Esel, Eseljunges,  Dummerchen,	1791.0	derived word	1862	DONKEY
schwatzen, plaudern,  zwitschern	1456.0	onomatopoetic	2903	CHAT (WITH SOMEBODY)
Schickse,  Hure	1900.0	Romani	1610	PROSTITUTE
Tee,  Punsch,	1825.0		1373	TEA
halbwitzig,  krummbeinig,  schlaksig, unbeholfen,  halbwitzig, rappelig,  ungeschickt	1795.0	internal	3900	CLUMSY
Schale, Tasse,   Eßschale	1792.0	Slovakian	2373	SKIN (OF FRUIT)
nur, allein 〈auch als Verstärkung〉,  kaum,  wenigstens,  mal 〈zur Aufmunterung〉,  wenn nur,  doch,  überhaupt,  erst,  aber	1372.0	unknown	2926	HARDLY
