form	sense	year	origin	Loan	Concepticon_ID	Concepticon_Gloss
bél	 Eingeweide, das Innere,  Fruchtfleisch,  Docht,  Seele,  Darm,  Magen,  inner	1055.0	Proto-Finno-Ugric	False	819.0	STOMACH
belső	 inner,  intim,  das Innere 〈eines Gegenstandes〉,  Seele	1225.0	derived word	False	811.0	SOUL
belül	 aus,  von,  wegen,  innerhalb,  in 〈mit Akk〉,  von innen,  drinnen,  in 〈mit Akk〉,  das Innere	1372.0		False	2918.0	BECAUSE OF
bélyeg	 Brandmal, Brandmarke,  Narbe,  mal, KEnnzeichen,  Siegel,  Wertzeichen,  Briefmarke	1263.0	uncertain	False	497.0	SCAR
béna	 lahm, krüppelhaft,  verstümmelt,  hinkend,  kraftlos,  Lahmer	1372.0	Slovakian	True	320.0	LAME
bendő	 Bauch,  Wamme,  Magen, Pansen,  Rinblase,  Art Behälter, bauchiger Krug,  Kuttel,  wulstige Wurzel	1398.0	loan	True	1251.0	BELLY
bér	 Lohn,  Miete,  Knecht	1121.0	uncertain	False	812.0	SLAVE
berbécs	 Hammel,  Widder,  Rammklotz,  Lederschürze,  Lammfellmütze,  grober Mann,  Pekesche	1423.0	Romanian	True	1344.0	RAM
berce	 Jochscheide,  Rippe,  Stift zum Knüpfen von Fischnetzen,  Wagenschwengel	1816.0	Slavic	True	801.0	RIB
berek	 Ufer,  Hain,  Moor	1193.0	uncertain	False	3464.0	SHORE OF LAKE
berhe	 Hose, Art Unterkleid,  Schürze,  Decke	1358.0	loan	True	809.0	TROUSERS
bérmál	 firmen,  benennen,  prügeln, schlagen	1519.0	Croatian or Serbian	True	2133.0	STRIKE OR BEAT
berzenkedik	 wüten 〈Mensch〉, sich auflehnen,  unruhig sein,  zögern, sich grausen,  die Federn, die Haare sträubend wüten 〈Tier〉,  necken	1566.0		False	3629.0	HESITATE
bese	 Art Raubvogel,  Milan, Krähe	1138.0	uncertain	False	913.0	CROW
beste	 Tier, wildes Raubtier,  〈als Schelt- od Schimpfw〉,  niederträchtig, schuftig	1490.0		False	619.0	ANIMAL
bestia	 Schurke 〈als Scheit- od Schimpfw〉,  unvernünftiges Wesen,  Tier, wildes Raubtier,  Hure,  selbstsüchtiges, grausames Weib,  niederträchtig, schmachvoll	1507.0		False	619.0	ANIMAL
beszéd	 Rede,  Wort,  Märchen	1138.0		False	1599.0	WORD
beteg	 Kranke,  krank,  erkranken,  krank sein,  Erkrankung	1372.0	uncertain	False	1847.0	SICK
betű	 Schrift, Text,  Buchstabe, Schriftzeichen,  Wort,  Sprachlaut	1416.0	Turkic	True	1599.0	WORD
betyár	 vazierender, sich von Tagelohn ernährender junger Mensch,  Straßenräuber,  Schweinehirt,  schmucker Bursch,  Taugenichts, Spitzbube,  Herrschaftsknecht, Instmann,  Treidler,  angenommenes Kind,  unbändig, grob, ungezogen,  schlimm, grimmig,  sehr	1744.0	Croatian or Serbian	True	1311.0	VERY
bezzeg	 ja aber,  Sporn,  Haken, Schwierigkeit,  Gewißheit	1219.0	lexicalized inflected word-form	False	1071.0	HOOK
bibasz	 unbeholfen, dumm,  unnütz 〈Person〉,  schamlos, niederträchtig	1784.0	Romani	True	1518.0	STUPID
biber	 Paprika	1735.0	Croatian or Serbian	True	1385.0	PEPPER
bíbor	 feines Leinengewebe,  rotfarbiger Kleiderstoff, Samt,  Purpurfarbe, Rot,  aus dem Saft der Purpurschnecke gewonnener Farbstoff,  Inkarnatklee,  purpurfarben 〈Kleid〉, rot gefärbt 〈Kleid〉,  aus Leinengewebe gemacht 〈Kleid〉,  Kardinal	1181.0	uncertain	False	156.0	RED
biccent	 kippen lassen,  hinken,  nicken	1767.0		False	366.0	LIMP
bicikli	 Fahrrad	1891.0	German	True	747.0	BICYCLE
bicsaklik	 mit jmdm geschlechtlich verkehren,  sich verrenken,  sinken, sich 〈den Fuß〉 verstauchen,  hinken,  stolpern	1564.0	derived word	False	1088.0	SINK (DESCEND)
bicska	 Schusterkneif,  Taschenmesser,  Dieb	1522.0	uncertain	False	1160.0	THIEF
biggyeszt	 anhängen, hinzufügen,  〈Lippen〉 aufwerfen	1636.0		False	2882.0	ADD
bigyó	irgendeine Kleinigkeit, wertloses Zeug,  Geld,  Nachttopf	1930.0	internal	False	1559.0	MONEY
bika	 Stier,  großer, starker Mann,  männliches Tier,  geschlechtlich kräftiger Mann, Buhler,  Hebebock,  Rammbock,  Dampfmaschine	1138.0	Turkic	True	1008.0	BULL
bikfic	 unerfahrener Jüngling,  unerfahren,  dumm	1843.0	unknown	False	1518.0	STUPID
billeg	 schwanken,  sich leise schaukeln, wogen,  schlendern	1565.0		False	573.0	SWAY
billikom	 Willkommenbecher, Becher,  Willkommen 〈Begrüßung〉	1612.0		False	476.0	CUP
bimbó	 Auge 〈an Bäumen〉, Knospe,  Brustwarze,  Beere,  Pupille	1456.0	derived word	False	904.0	BERRY
bincsók	 Klunker,  Warze,  Knospe	1591.0		False	1684.0	BUD
bír	 besitzen, haben,  beherrschen,  unterwerfen,  verschaffen,  veranlassen,  ertragen,  zu etw fähig sein, imstande sein,  Besitzer	1372.0	uncertain	False	684.0	OWN
bíró	 Richter, vom Staat bevollmächtigter Beamter,  Gemeindevorsteher, Schultheiß,  Befhlshaber,  herrschen, regieren,  Herrschaft, Regieren	1306.0	derived word	False	861.0	JUDGE
bitang	 Beute,  Lösegeld, Strafgeld,  Bänkelkind, Kuckucksei,  Strolch,  nichtswürdige Person,  herrenlos, streunend,  niederträchtig,  verschwenden	1456.0	Czech	True	79.0	WASTE
bivaly	 Büffel,  Wildesel,  dummer Mensch,  Lokomobile der Dreschmaschine	1193.0	Slavic	True	934.0	BUFFALO
bizgat	 berühren, bewegen,  reizen, ärgern,  stören, aufstöbern,  anregen, aufwiegeln	1585.0		False	1892.0	TOUCH
bizony	 wahr,  bestimmt,  wahrlich,  Zeuge,  Wahrheit,  Wahrheit,  sicher,  Gewißheit,  wahrlich,  wahrlich	1057.0		False	1657.0	TRUE
biztos	 Kommissar,  Schutzmann,  gewiß,  sicher,  vertraulich,  vertrauenswürdig,  fest, bestimmt,  Garantie, Kaution,  elektrische Sicherung,  Versicherungsanstalt	1563.0	derived word	False	3003.0	SOLID
bizserél	 streicheln, kitzeln	1787.0		False	3647.0	TICKLE (SOMEBODY)
blatt	 Zettel,  Spielkarte,  vom Blatt singen, spielen, Karten spielen	1808.0	German	True	1413.0	PLAY
blúz	 kurzer Kittel,  Arbeiter, 〈revolutionäre〉 Arbeiterschaft,  Frauenbluse	1839.0	German	True	2977.0	WORKER
boci	 Kälbchen,  Kuh,  dumm 〈Person〉	1795.0	derived word	False	1007.0	COW
bocsát	 vergeben,  irgendwohin gelangen lassen,  lassen	1372.0	Chuvash	True	2896.0	CAUSE TO (LET)
bóda	 Faustschild am Schwertgriff,  Griff, Stiel, Handhabe 〈am Säbel, am Ruder usw〉	1395.0	uncertain	False	1254.0	HANDLE
bódít	 belästigen, stören,  jmdn um den Verstand bringen, beschwindeln,  betäuben, abmatten	1493.0		False	2869.0	BOTHER (HARASS)
bodobács	 Feuerwanze,  Marienkäfer	1801.0	unknown	False	3139.0	LADYBUG
bodócs	 Beere, kleines Obst,  junges Rind,  unreif	1522.0	derived word	False	904.0	BERRY
bódorog	 langsam, unsicher gehen, wandern, herumschweifen,  taumeln,  sich schlängelnd emporsteigen 〈Rauch〉	1648.0	internal	False	701.0	SLOW
bog	 Knoten, Knorren,  Glied, Ast	1138.0	Proto-Finno-Ugric	False	1531.0	BRANCH
bogár	 Käfer,  Mucke,  Pupille,  von Insekten geplagt laufen,  von Käfern bedeckt,  grillenhaft	1138.0	internal	False	2242.0	BEETLE
boglár	 metallbeschlagene, knopfförmige Edelstein-, Perlen-, Emailverzierung,  Hülse,  Hahnenfuß 〈Pflanze〉,  kleine Schmuckspange,  Hahnenfuß 〈Pflanze〉	1505.0	loan	True	2363.0	CHAFF (HUSK)
bogyó	 Beere,  dürre Frucht,  unreifer Apfel,  Knoten	1505.0	Proto-Uralic	False	904.0	BERRY
bojt	 Büschel, Zottel, Quaste, Behang,  Knoten, Knorren,  Tannenzweig,  Pfropfreis, Pflänzling,  junger Nadelbaum, Gruppe von Nadelbäumen	1181.0	unknown	False	760.0	KNOT
boka	 Schienbein,  Knöchel,  Handgelenk,  Leder für Bunchuhe,  Art Fußbekleidung,  tanzen	1193.0	Turkic	True	1879.0	DANCE
bokály	 feinglasierter 〈verzierter〉 Tonkrug, Maßeinheit für Wein,  Kachel,  Becher	1549.0	loan	True	476.0	CUP
bokor	 Strauch, Busch,  Büschel, Haufen,  ein Paar,  Menschengruppe, Hausleute,  buschig,  durchgehend 〈Pferd〉,  bestauden,  durchgehen 〈Pferd〉	1055.0	unknown	False	2984.0	HEAP
boldog	 heilig, selig,  reich,  glücklich, freudig, zufrieden,  friedlich, gut,  dick,  schwanger,  fortkommen,  glücklich werden,  fortkommen,  selig,  Verstorbener,  verstorben	1193.0	internal	False	1035.0	GOOD
bolha	 Floh,  Art Kinderspielzeug,  Holzteile versch Werkzeuge	1200.0	Slavic	True	232.0	FLEA
bolt²	 Gewölbe,  Laden, Geschäft,  Räumlichkeit mit gewölbter Decke, Kammer, Keller,  Bogen, Regenbogen,  gewölbt,  Kaufmann	1211.0	loan	True	1733.0	RAINBOW
boly	 Ameisenhaufen,  Bülte,  Gruppe, Rudel,  Bündel,  Maulwurfshügel	1213.0	unknown	False	2943.0	BUNDLE
bomba	 Bombe,  Lavastück	1685.0	Wanderwort	True	1804.0	BOMB
bont	 zerstören, zugrunde richten,  aufmachen, auflockern, zerlegen,  brechen 〈Freunchaft〉, verletzen 〈Befehl〉	1337.0		False	681.0	DESTROY
bonta	 bunt,  glatthaarig,  altes 〈Schwein〉	1321.0	loan	True	2997.0	COLORFUL
borít	 hüllen,  umstoßen, ausgießen,  überfluten, versenken,  in irgendeinen Zustand versetzen,  sich begatten, ,  Deckel,  Kuvert	1456.0		False	2319.0	LID (COVER, CAP)
borul	 stürzen, fallen,  sich verdunkeln, sich verdüstern,  sich häupteln	1512.0		False	1280.0	FALL
borjú	 Kalb,  Jungtier,  Schwachkopf,  Tornister,  Art Kartenspiel	1211.0	Chuvash	True	1989.0	CALF
borona²	 Egge	1481.0	Slavic	True	2545.0	HARROW (TOOL)
borosta	 Bürste, Weißpinsel,  Borste,  Art Viehkrankheit	1347.0	loan	True	1821.0	BRUSH
bors	 Pfeffer,  Paprika,  Hungerblümchen	1075.0	Turkic	True	1385.0	PEPPER
borsó	 Erbse,  〈als Name der Hülsenfrüchte〉,  Bohne,  Wicke,  eine Gänsehaut bekommen	1229.0	Turkic	True	832.0	BEAN
borz	 Dachs 	1131.0	Turkic	True	3717.0	BADGER
boszorkány	 Hexe,  zauberhaft,  verblüffend,  sehr geschickt	1552.0		False	824.0	WITCH
bosszant	 ärgern	1416.0		False	2892.0	MAKE ANGRY (ANNOY)
bosztán	 Gemüsegarten, Melonenfeld,  Kürbis	1880.0	Romanian	True	864.0	PUMPKIN
bot	 Kolben, Keule, Stock, Stab,  Zepter,  Streitkolben,  Aufsicht, Herrschaft, Macht,  Klotz 〈am Brunnenschwengel〉,  prügeln,  Weidenruten schneiden, die Zweige abschneiden	1131.0	uncertain	False	1295.0	STICK
botor	 dumm, töricht,  stammelnd	1504.0	backformation	False	1518.0	STUPID
botos	 Art Schuhwerk, Filzstiefel,  Fußlappen, Strumpf, 	1405.0	loan	True	1522.0	SOCK
bő	 reich,  breit, weit,  weitschweifig, ausführlich,  sich vermehren,  reichlich	1138.0	Turkic	True	712.0	RICH
bőg	 brüllen, schreien, lärmen 〈Person〉,  muhen,  röhren,  brausen, heulen 〈Gegenstand, Naturerscheinung〉,  brüllend weinen,  Baßgeige	1251.0		False	2876.0	ROAR (OF SEA)
böjt	 Fastenzeit,  Hungern, 〈rituelles〉 Fasten,  Elend	1181.0	loan	True	1533.0	BE HUNGRY
bök	 strechen, stoßen,  verletzen,  zeigen	1198.0	unknown	False	1039.0	SHOW
bökken	 taumeln, wackeln,  antreffen,  anstoßen,  Haken, Schwierigkeit	1611.0	derived word	False	1071.0	HOOK
bölcs	 weise,  kluge Person,  Gelehrter, Philosoph	1211.0	Turkic	True	698.0	WISE
bölcső	 Wiege	1262.0	Chuvash	True	2946.0	CRADLE
bölény	 Auerochs, Wisent, Bison	1211.0	Turkic	True	3142.0	BISON
bömböl	 heulen, brüllen 〈Tier〉,  brüllen 〈Person〉,  brüllen, brausen 〈Gegenstand, Naturerscheinung〉,  brüllend weinen	1456.0	onomatopoetic	False	526.0	HOWL
bőr	 Leder,  Haut, Fell,  Fruchthülle,  Haut 〈auf der Milch〉,  Weib 〈in sexueller Beziehung〉,  Ball 〈im Fußball〉,  Haut 〈auf der Milch〉	1372.0	Proto-Uralic	False	763.0	SKIN
bőregér	 Fledermaus	1788.0	compound	False	1793.0	BAT
bőrönd	 Koffer,  Leder,  Rucksack	1786.0	internal	False	629.0	LEATHER
bringa	 Fahrrad	1924.0	uncertain	False	747.0	BICYCLE
búb	 Höcker,  Kamm, Schopf 〈des Vogels〉,  Frauenkopfschmuck,  Federbusch, Roßhaarbusch 〈als Pferdekopfschmuck〉,  Scheitel	1138.0	onomatopoetic	False	1475.0	COMB
buba	 Puppe	1763.0	German	True	1659.0	DOLL
bubolyicska	 Knolle,  Knollenkerbel,  Rebendolde,  Kartoffel	1578.0		False	593.0	POTATO
buckó	 massig, gedrungen,  Knoten, Ausbauchung	1708.0		False	760.0	KNOT
buda	 Abort,  Schuppen, Bude	1642.0		False	266.0	SCALE
isbufa	 übergoß,  pauspäckig,  dumm,  Backen,  Schlag auf den Rücken	1588.0		False	1518.0	STUPID
búg¹	 〈die Köpfe zusammensteckend〉 flüstern,  girren, gurren,  brünstig sein, sich begatten 〈haupts Schwein〉,  brausen, brummen	1552.0		False	2876.0	ROAR (OF SEA)
buga¹	 Gallapfel,  Kapselfrucht, Tannenzapfen,  Augapfel,  Kokon, Lein- od Hanfbündel,  Rispe,  Metallbarren	1215.0	derived word	False	3807.0	EYEBALL
buger	 verächtliche Person,  Art Taler,  slowakischer Schnitter,  Vierkreuzerstück,  Bauer,  Vierkreuzerstück 〈Person〉,  dumm, hartnäckig	1742.0	Croatian or Serbian	True	1518.0	STUPID
bugris	 dumm,  großköpfig,  zerzaust,  ungehobelter Mensch, Tölpel,  Bauer	1833.0	uncertain	False	1518.0	STUPID
bugyog	 bauschig sein,  sprudeln,  sich beeifern,  strömen,  Hose	1565.0		False	809.0	TROUSERS
bugyolál	 einwickeln	1791.0		False	1113.0	WRAP
bugyor	 Bündel, Gepäck,  Ranzen,  Art Hefegebäck	1594.0	derived word	False	2943.0	BUNDLE
buja	 wollüstig, unkeusch,  üppig,  Kebsweib,  Wollüstling	1416.0	Slavic	True	3636.0	CO-WIFE
bújik	 sich verbergen,  hineindringen in etw,  tauchen,  sich in etw vertiefen,  schlüpfen 〈in ein Kleidungsstück〉,  aufgehen 〈Pflanze〉,  Verbannter,  Vorwand,  Ausweg	1138.0	uncertain	False	119.0	DIVE
bujt¹	 verstecken, einsammeln,  ablegen 〈Pflanzentrieb, Ausläufer, bes Weinrebe〉	1416.0	derived word	False	2485.0	HIDE (ONESELF)
bukik	 tauchen,  fallen, stürzen,  eine Niederlage erleiden,  auf etw stoßen,  die führende Rolle verlieren,  fallieren,  zu Fall kommen,  durchfallen 〈in einem Unterrichtsfach〉,  der Polizei in die Hände fallen,  erpicht sein	1211.0	unknown	False	1280.0	FALL
buksi	 groß 〈Kopf〉,  untertauchend 〈Wassertier〉,  hinterlistig,  dämlich, ungeschickt,  eigensinnig,  Kopfhänger,  Mensch, bes Kind mit großem Kopf,   Kopf 〈bes eines Kindes〉	1793.0	derived word	False	683.0	PERSON
buli	 eine Runde od eine Partie 〈im Kartenspiel〉,  gemeinsames Unternehmen, angenehmer Zeitvertreib,  Teller für die Einsätze der Kartenspieler,  Verbrechen,  Budenzauber 〈bes von Jugendlichen〉	1942.0	German	True	1066.0	CRIME
bulya	 türkische Frau,  Kebsweib,  türkisch, orientalisch,  dünn, schütter	1556.0	Croatian or Serbian	True	1400.0	THIN (SLIM)
bumfordi	 Possenreißer, Schauspieler,  Einfaltspinsel,  dickliches, rundliches Kindchen,  unvernünftig, dumm,  düster, zornig,  derb, ungebildet,  vierschrötig, ungeschickt	1705.0	compound	False	1518.0	STUPID
bunda	 Pelz,  Tierfell, Zottelhaar,  Art Weste,  Haarwuchs,  Note »ungenügend«,  Pflanzendecke,  gekauftes Spiel, Schiebung 〈Mißbrauch beim Fußball usw〉,  Rekrut	1723.0	uncertain	False	3232.0	PELT
bunkó	 Knoten, Gelenkknorren,  Kolben,  Knotenstock, Stampfer,  Kern, Wesen,  Grobheit,  Note »ungenügend«,  Lümmel, Lackel,  grob tadeln	1585.0	unknown	False	760.0	KNOT
burgonya	 Kartoffel 	1803.0	uncertain	False	593.0	POTATO
burkus	 Preuße,  preußisch,  roh, unnachgiebig	1645.0	clipping	False	1959.0	RAW
burok	 Hülle, Kapsel,  Fruchtblase,  dichtes Laub,  zusammenbinden,  einwickeln,  essen	1332.0	derived word	False	1336.0	EAT
busa	 untersetzt, kräftig,  großköpfig,  wohlhabend,  pausbäckig,  voll 〈Stimme〉,  derb, roh,  eigensinnig,  dicke Augenbrauen od einen düsteren Blick habend,  hinterlistig,  dumm,  Dickkopf,  Art großköpfiger Fisch	1138.0	unknown	False	1518.0	STUPID
busás	 breitstirnig, mit krausem Stirnhaar,  grob, rücksichtslos,  reichlich, ausgiebig,  eigensinnig, störrisch,  untersetzt, dick,  dicht 〈Augenbrauen〉	1762.0		False	1244.0	THICK
buta	 abwärts gebogen,  dumm,  stumpf,  derb,  schwer, dicht,  blind, unberechenbar,  stumpf,  Dummerl	1199.0	unknown	False	1210.0	HEAVY
butélia	 Flasche	1735.0	Wanderwort	True	1321.0	BOTTLE
butik	 Kneipe,  Zelt, Hütte, Bude,  kleines Modegeschäft	1831.0	German	True	1316.0	TENT
bútor	 Möbel,  Bündel, Gepäck	1786.0	uncertain	False	2943.0	BUNDLE
butykó	 Knoten, Schwellung,  Knotenstock	1604.0		False	760.0	KNOT
bűbáj	 Zauber, Quacksalberei,  Scharm,  Zauberer,  zauberkräftig,  entzückend	1476.0		False	823.0	SORCERER
büdös	 stark riechend, stinkend,  abstoßend,  unangenehm, beängstigend 〈Angelegenheit, Situation〉,  Auslauf in einem Ballspiel,  Gefängnis	1135.0	derived word	False	42.0	STINKING
büdöske	 Sammetblume,  Hundille,  eine gewisse Stelle in einem Ballspiel,  Wanze, Blindwanze,  eine Weinstockart	1775.0	derived word	False	1949.0	BEDBUG
bűn	 Sünde,  Gesetzesbruch,  Fehler, Mangel,  sünden,  sünden,  versündigen	1512.0	unknown	False	2971.0	SIN
büszke	 stolz, selbstbewußt,  stickend, abstoßend	1594.0	derived word	False	174.0	PROUD
bütü	  Ende eines Bodenstückes,   Ende, Spitze eines Gegenstandes, 	1285.0	Turkic	True	743.0	END (OF TIME)
bütyök	 Knoten,  Gelenkknorren, Auswuchs 〈bes an Zehen od Fingern〉, 	1531.0		False	760.0	KNOT
bűvész	 Zauberer,  Schwarzkünstler	1829.0	internal	False	823.0	SORCERER
bűz	 Geruch, Gestank,  schlechter Ruf,  unangenehm auffallende Art einer schlechten Charaktereigenschaft,  brenzlige Situation,  Auslauf in einem Ballspiel,  faulen,  stinken	1233.0	uncertain	False	3704.0	ODOR (SMELL)
be¹	 〈eine Verbalwortsilbe〉,  nach innen,  drinnen	1372.0		False	1606.0	INSIDE
be²	 wie !	1610.0		False	1239.0	HOW
becő	 Hülsenfrucht,  Weizen,  Schote, Hülse	1247.0		False	2363.0	CHAFF (HUSK)
becs	 〈kostbares〉 Deposit,  Maß, Maßgefäß,  Schätzung,Schätzungswert,  Verehrung,  Last,  Schatzmeister	1389.0		False	1679.0	LOAD
begy	 Kropf der Vögel,  Magen,  Fingerkuppe,  weibliche Brust,  stolz	1318.0		False	819.0	STOMACH
béka	 Frosch, Kröte,  Geschwulst,  Art Pferde- und Viehkranheit,  Kind, Backfisch,  springender Feuerwerkskörper,  Bizeps	1295.0		False	503.0	FROG
béke	 Ruhe,  Friede, Friedenschluß,  Bund,  sich versöhnen,  sich demütigen 	1086.0		False	3458.0	SILENCE
bél	 Eingeweide, das Innere,  Fruchtfleisch,  Docht,  Seele,  Darm,  Magen,  inner	1055.0		False	819.0	STOMACH
belső	 inner,  intim,  das Innere 〈eines Gegenstandes〉,  Seele	1225.0		False	811.0	SOUL
belül	 aus,  von,  wegen,  innerhalb,  in 〈mit Akk〉,  von innen,  drinnen,  in 〈mit Akk〉,  das Innere	1372.0		False	2918.0	BECAUSE OF
bélyeg	 Brandmal, Brandmarke,  Narbe,  mal, KEnnzeichen,  Siegel,  Wertzeichen,  Briefmarke	1263.0		False	497.0	SCAR
béna	 lahm, krüppelhaft,  verstümmelt,  hinkend,  kraftlos,  Lahmer	1372.0		False	320.0	LAME
bendő	 Bauch,  Wamme,  Magen, Pansen,  Rinblase,  Art Behälter, bauchiger Krug,  Kuttel,  wulstige Wurzel	1398.0		False	1251.0	BELLY
bér	 Lohn,  Miete,  Knecht	1121.0		False	812.0	SLAVE
berbécs	 Hammel,  Widder,  Rammklotz,  Lederschürze,  Lammfellmütze,  grober Mann,  Pekesche	1423.0		False	1344.0	RAM
berce	 Jochscheide,  Rippe,  Stift zum Knüpfen von Fischnetzen,  Wagenschwengel	1816.0		False	801.0	RIB
berek	 Ufer,  Hain,  Moor	1193.0		False	3464.0	SHORE OF LAKE
berhe	 Hose, Art Unterkleid,  Schürze,  Decke	1358.0		False	809.0	TROUSERS
bérmál	 firmen,  benennen,  prügeln, schlagen	1519.0		False	2133.0	STRIKE OR BEAT
berzenkedik	 wüten 〈Mensch〉, sich auflehnen,  unruhig sein,  zögern, sich grausen,  die Federn, die Haare sträubend wüten 〈Tier〉,  necken	1566.0		False	3629.0	HESITATE
bese	 Art Raubvogel,  Milan, Krähe	1138.0		False	913.0	CROW
beste	 Tier, wildes Raubtier,  〈als Schelt- od Schimpfw〉,  niederträchtig, schuftig	1490.0		False	619.0	ANIMAL
bestia	 Schurke 〈als Scheit- od Schimpfw〉,  unvernünftiges Wesen,  Tier, wildes Raubtier,  Hure,  selbstsüchtiges, grausames Weib,  niederträchtig, schmachvoll	1507.0		False	619.0	ANIMAL
beszéd	 Rede,  Wort,  Märchen	1138.0		False	1599.0	WORD
beteg	 Kranke,  krank,  erkranken,  krank sein,  Erkrankung	1372.0		False	1847.0	SICK
csiga	 Schnecke,  Rolle,  Folterseil,  Wirbelbein,  Kreisel,  Schneckennudeln,  〈haupts el- 〉quälen,  〈haupts fel-〉spannend machen,  schneckenförmig,  lockig	1272.0	uncertain	False	1543.0	SNAIL
cafat	 Schlamm, Kot am Kleide,  Lappen, Fetzen, Fleischfetzen,  Hure,  schlampig,  niederträchtig, nichtsnutzig	1831.0		False	1610.0	PROSTITUTE
cafka	 Hure, Weib 〈pejor〉	1775.0	internal	False	1610.0	PROSTITUTE
cafra	 Hure,  Gesellschaft in einer Spinnstube	1790.0	derived word	False	1610.0	PROSTITUTE
cafrang	 Art Haube,  Satteldecke, Pferdedecke, Hure,  herabhängendes Zierwerk, äußerlicher Aufputz,  Matsch, Quatsch	1380.0	derived word	False	1610.0	PROSTITUTE
cakó	 Storch	1394.0	derived word	False	3724.0	STORK
cakompakk	 mit völligem Marschgepäck, mit Sack und Pack, alles in allem,  vorbereitet, reisebereif,  jm alle Habseligkeiten,  Marschgepäck,  Art Speise, Gericht	1858.0		False	1068.0	COURT
canga	 Weibchen des Schafes,  Schafherde ohne Lämmer,  liederliches Frauenzimmer,  Mastschwein,  〈Schaf〉 ohne LAmm, alt,  milchend,  unförmig,  unfruchtbar	1766.0	uncertain	False	1229.0	OLD
cankó	 Rest von Bier, Branntwein, Wein,  sauerer Wein	1784.0	unknown	False	1524.0	WINE
cápa	 Haifisch,  alter Matrose,  rücksichtsloser Ausbeuter	1794.0	internal	False	1110.0	SHARK
cavira	 Stute,  8– 9jähriges Mädchen,  leichtblütiges, lebhaftes junges Mädchen,  Hure	1626.0		False	1610.0	PROSTITUTE
céda	 schelmisch, gefallsüchtig,  falsch,  frech,  liederlich 〈Frauenzimmer〉,  geringwertig 〈Kleidung〉,  unordentlich,  Hure	1566.0	unknown	False	1390.0	WRONG
cefet	 Hure,  Kot, Matsch,  schlampig,  schmutzig, dreckig,  hunmiserabel,  tüchtig	1874.0	derived word	False	1230.0	DIRTY
cefre	 Hure,  Maische zum Schnapsbrennen,  	1792.0	derived word	False	1610.0	PROSTITUTE
cégér	 zeichen,  Aushängeschild, Wirtshausschild,  Pranger,  Schande,  häßlich, ehrlos,  berüchtigt	1470.0	loan	True	1720.0	SIGN
cékla	 rote Rübe,  Rübe	1322.0	Slavic	True	3062.0	TURNIP
cél	 Wettbewerbsziel, Zielpunkt,  Symbol,  Grenze, Ende,  Bestimmung, Zweck,  Kampf,  Gegenstand, worauf sich eine Tätigkeit richtet,  Absicht,  zielen,  auf etw anspielen	1456.0	loan	True	2981.0	ITEM
